Produto,Região,Preço,Dia,Mês,Ano,Data,Média Precipitação Total (mm),Média Pressão Atmosférica (mB),Média Temperatura do Ar (°C),Média Umidade Relativa do Ar (%),Média Vento Velocidade (m/s)
Alface Americana,Mogi das Cruzes,"R$ 11,77",27,11,2015,2015-11-27 00:00:00,0.1812,922.894,21.56,74.88%,1.96
Alface Crespa,Mogi das Cruzes,"R$ 10,50",27,11,2015,2015-11-27 00:00:00,0.1812,922.894,21.56,74.88%,1.96
Alface Lisa,Mogi das Cruzes,"R$ 10,60",27,11,2015,2015-11-27 00:00:00,0.1812,922.894,21.56,74.88%,1.96
Alface Americana,Ibiúna,"R$ 14,33",3,12,2015,2015-12-03 00:00:00,0.1429,945.495,22.43,79.56%,2.38
Alface Crespa,Ibiúna,"R$ 10,33",3,12,2015,2015-12-03 00:00:00,0.1429,945.495,22.43,79.56%,2.38
Alface Lisa,Ibiúna,"R$ 11,33",3,12,2015,2015-12-03 00:00:00,0.1429,945.495,22.43,79.56%,2.38
Alface Americana,Mogi das Cruzes,"R$ 10,92",3,12,2015,2015-12-03 00:00:00,0.2452,926.019,21.48,76.57%,1.99
Alface Crespa,Mogi das Cruzes,"R$ 9,87",3,12,2015,2015-12-03 00:00:00,0.2452,926.019,21.48,76.57%,1.99
Alface Lisa,Mogi das Cruzes,"R$ 10,25",3,12,2015,2015-12-03 00:00:00,0.2452,926.019,21.48,76.57%,1.99
Alface Americana,Ibiúna,"R$ 14,20",10,12,2015,2015-12-10 00:00:00,0.0708,944.059,22.8,81.43%,1.98
Alface Crespa,Ibiúna,"R$ 10,16",10,12,2015,2015-12-10 00:00:00,0.0708,944.059,22.8,81.43%,1.98
Alface Lisa,Ibiúna,"R$ 10,20",10,12,2015,2015-12-10 00:00:00,0.0708,944.059,22.8,81.43%,1.98
Alface Americana,Mogi das Cruzes,"R$ 11,50",10,12,2015,2015-12-10 00:00:00,0.249,924.376,22.38,73.26%,2.05
Alface Crespa,Mogi das Cruzes,"R$ 10,44",10,12,2015,2015-12-10 00:00:00,0.249,924.376,22.38,73.26%,2.05
Alface Lisa,Mogi das Cruzes,"R$ 11,33",10,12,2015,2015-12-10 00:00:00,0.249,924.376,22.38,73.26%,2.05
Alface Americana,Ibiúna,"R$ 15,11",17,12,2015,2015-12-17 00:00:00,0.2396,945.168,23.6,79.85%,1.88
Alface Crespa,Ibiúna,"R$ 10,31",17,12,2015,2015-12-17 00:00:00,0.2396,945.168,23.6,79.85%,1.88
Alface Lisa,Ibiúna,"R$ 11,35",17,12,2015,2015-12-17 00:00:00,0.2396,945.168,23.6,79.85%,1.88
Alface Americana,Mogi das Cruzes,"R$ 12,37",17,12,2015,2015-12-17 00:00:00,0.1156,925.4,23.88,68.81%,2.18
Alface Crespa,Mogi das Cruzes,"R$ 12,00",17,12,2015,2015-12-17 00:00:00,0.1156,925.4,23.88,68.81%,2.18
Alface Lisa,Mogi das Cruzes,"R$ 11,80",17,12,2015,2015-12-17 00:00:00,0.1156,925.4,23.88,68.81%,2.18
Alface Americana,Ibiúna,"R$ 11,60",23,12,2015,2015-12-23 00:00:00,0.0053,945.699,24.99,72.93%,2.15
Alface Crespa,Ibiúna,"R$ 10,83",23,12,2015,2015-12-23 00:00:00,0.0053,945.699,24.99,72.93%,2.15
Alface Lisa,Ibiúna,"R$ 10,96",23,12,2015,2015-12-23 00:00:00,0.0053,945.699,24.99,72.93%,2.15
Alface Americana,Mogi das Cruzes,"R$ 13,00",23,12,2015,2015-12-23 00:00:00,0.5131,926.179,24.18,68.67%,1.81
Alface Crespa,Mogi das Cruzes,"R$ 14,92",23,12,2015,2015-12-23 00:00:00,0.5131,926.179,24.18,68.67%,1.81
Alface Lisa,Mogi das Cruzes,"R$ 15,89",23,12,2015,2015-12-23 00:00:00,0.5131,926.179,24.18,68.67%,1.81
Alface Americana,Ibiúna,"R$ 11,60",30,12,2015,2015-12-30 00:00:00,0.0739,945.874,26.28,72.0%,2.18
Alface Crespa,Ibiúna,"R$ 10,83",30,12,2015,2015-12-30 00:00:00,0.0739,945.874,26.28,72.0%,2.18
Alface Lisa,Ibiúna,"R$ 10,96",30,12,2015,2015-12-30 00:00:00,0.0739,945.874,26.28,72.0%,2.18
Alface Americana,Mogi das Cruzes,"R$ 13,00",30,12,2015,2015-12-30 00:00:00,0.8271,925.717,23.49,72.65%,2.04
Alface Crespa,Mogi das Cruzes,"R$ 14,92",30,12,2015,2015-12-30 00:00:00,0.8271,925.717,23.49,72.65%,2.04
Alface Lisa,Mogi das Cruzes,"R$ 15,89",30,12,2015,2015-12-30 00:00:00,0.8271,925.717,23.49,72.65%,2.04
Alface Americana,Ibiúna,"R$ 10,54",8,1,2016,2016-01-08 00:00:00,0.449,943.756,24.76,76.51%,2.09
Alface Crespa,Ibiúna,"R$ 10,29",8,1,2016,2016-01-08 00:00:00,0.449,943.756,24.76,76.51%,2.09
Alface Lisa,Ibiúna,"R$ 11,92",8,1,2016,2016-01-08 00:00:00,0.449,943.756,24.76,76.51%,2.09
Alface Americana,Mogi das Cruzes,"R$ 12,00",8,1,2016,2016-01-08 00:00:00,0.2217,924.882,23.18,69.78%,2.44
Alface Crespa,Mogi das Cruzes,"R$ 14,17",8,1,2016,2016-01-08 00:00:00,0.2217,924.882,23.18,69.78%,2.44
Alface Lisa,Mogi das Cruzes,"R$ 14,89",8,1,2016,2016-01-08 00:00:00,0.2217,924.882,23.18,69.78%,2.44
Alface Americana,Ibiúna,"R$ 11,63",14,1,2016,2016-01-14 00:00:00,1.1129,942.184,23.45,88.11%,2.44
Alface Crespa,Ibiúna,"R$ 11,93",14,1,2016,2016-01-14 00:00:00,1.1129,942.184,23.45,88.11%,2.44
Alface Lisa,Ibiúna,"R$ 13,11",14,1,2016,2016-01-14 00:00:00,1.1129,942.184,23.45,88.11%,2.44
Alface Americana,Mogi das Cruzes,"R$ 13,35",14,1,2016,2016-01-14 00:00:00,0.3631,922.687,23.69,74.99%,1.99
Alface Crespa,Mogi das Cruzes,"R$ 15,10",14,1,2016,2016-01-14 00:00:00,0.3631,922.687,23.69,74.99%,1.99
Alface Lisa,Mogi das Cruzes,"R$ 15,72",14,1,2016,2016-01-14 00:00:00,0.3631,922.687,23.69,74.99%,1.99
Alface Americana,Ibiúna,"R$ 15,45",21,1,2016,2016-01-21 00:00:00,0.0385,942.947,21.89,75.2%,4.4
Alface Crespa,Ibiúna,"R$ 15,07",21,1,2016,2016-01-21 00:00:00,0.0385,942.947,21.89,75.2%,4.4
Alface Lisa,Ibiúna,"R$ 15,75",21,1,2016,2016-01-21 00:00:00,0.0385,942.947,21.89,75.2%,4.4
Alface Americana,Mogi das Cruzes,"R$ 17,44",21,1,2016,2016-01-21 00:00:00,0.2052,923.644,20.54,74.15%,2.72
Alface Crespa,Mogi das Cruzes,"R$ 15,79",21,1,2016,2016-01-21 00:00:00,0.2052,923.644,20.54,74.15%,2.72
Alface Lisa,Mogi das Cruzes,"R$ 16,83",21,1,2016,2016-01-21 00:00:00,0.2052,923.644,20.54,74.15%,2.72
Alface Americana,Ibiúna,"R$ 15,00",29,1,2016,2016-01-29 00:00:00,0.1019,944.838,23.12,75.94%,2.68
Alface Crespa,Ibiúna,"R$ 17,73",29,1,2016,2016-01-29 00:00:00,0.1019,944.838,23.12,75.94%,2.68
Alface Lisa,Ibiúna,"R$ 17,60",29,1,2016,2016-01-29 00:00:00,0.1019,944.838,23.12,75.94%,2.68
Alface Americana,Mogi das Cruzes,"R$ 16,56",29,1,2016,2016-01-29 00:00:00,0.1843,925.397,22.85,69.59%,2.17
Alface Crespa,Mogi das Cruzes,"R$ 15,72",29,1,2016,2016-01-29 00:00:00,0.1843,925.397,22.85,69.59%,2.17
Alface Lisa,Mogi das Cruzes,"R$ 19,33",29,1,2016,2016-01-29 00:00:00,0.1843,925.397,22.85,69.59%,2.17
Alface Americana,Ibiúna,"R$ 14,68",4,2,2016,2016-02-04 00:00:00,0.0917,946.233,25.14,72.9%,2.01
Alface Crespa,Ibiúna,"R$ 14,76",4,2,2016,2016-02-04 00:00:00,0.0917,946.233,25.14,72.9%,2.01
Alface Lisa,Ibiúna,"R$ 16,81",4,2,2016,2016-02-04 00:00:00,0.0917,946.233,25.14,72.9%,2.01
Alface Americana,Mogi das Cruzes,"R$ 15,48",4,2,2016,2016-02-04 00:00:00,0.0643,926.804,25.68,60.25%,1.77
Alface Crespa,Mogi das Cruzes,"R$ 15,00",4,2,2016,2016-02-04 00:00:00,0.0643,926.804,25.68,60.25%,1.77
Alface Crespa,Mogi das Cruzes,"R$ 15,50",4,2,2016,2016-02-04 00:00:00,0.0643,926.804,25.68,60.25%,1.77
Alface Lisa,Mogi das Cruzes,"R$ 15,75",4,2,2016,2016-02-04 00:00:00,0.0643,926.804,25.68,60.25%,1.77
Alface Americana,Ibiúna,"R$ 12,75",12,2,2016,2016-02-12 00:00:00,0.3139,946.649,24.49,76.53%,2.29
Alface Crespa,Ibiúna,"R$ 12,13",12,2,2016,2016-02-12 00:00:00,0.3139,946.649,24.49,76.53%,2.29
Alface Lisa,Ibiúna,"R$ 11,17",12,2,2016,2016-02-12 00:00:00,0.3139,946.649,24.49,76.53%,2.29
Alface Americana,Mogi das Cruzes,"R$ 16,83",12,2,2016,2016-02-12 00:00:00,0.124,927.117,24.2,68.55%,1.93
Alface Crespa,Mogi das Cruzes,"R$ 15,42",12,2,2016,2016-02-12 00:00:00,0.124,927.117,24.2,68.55%,1.93
Alface Lisa,Mogi das Cruzes,"R$ 15,63",12,2,2016,2016-02-12 00:00:00,0.124,927.117,24.2,68.55%,1.93
Alface Americana,Ibiúna,"R$ 13,68",18,2,2016,2016-02-18 00:00:00,0.5952,944.509,23.74,79.3%,1.95
Alface Crespa,Ibiúna,"R$ 13,10",18,2,2016,2016-02-18 00:00:00,0.5952,944.509,23.74,79.3%,1.95
Alface Lisa,Ibiúna,"R$ 13,58",18,2,2016,2016-02-18 00:00:00,0.5952,944.509,23.74,79.3%,1.95
Alface Americana,Mogi das Cruzes,"R$ 15,28",18,2,2016,2016-02-18 00:00:00,0.1655,924.789,24.09,68.15%,1.92
Alface Crespa,Mogi das Cruzes,"R$ 14,43",18,2,2016,2016-02-18 00:00:00,0.1655,924.789,24.09,68.15%,1.92
Alface Lisa,Mogi das Cruzes,"R$ 15,40",18,2,2016,2016-02-18 00:00:00,0.1655,924.789,24.09,68.15%,1.92
Alface Americana,Ibiúna,"R$ 11,14",25,2,2016,2016-02-25 00:00:00,0.2875,945.325,23.31,84.68%,1.46
Alface Crespa,Ibiúna,"R$ 11,96",25,2,2016,2016-02-25 00:00:00,0.2875,945.325,23.31,84.68%,1.46
Alface Lisa,Ibiúna,"R$ 11,25",25,2,2016,2016-02-25 00:00:00,0.2875,945.325,23.31,84.68%,1.46
Alface Americana,Mogi das Cruzes,"R$ 13,12",25,2,2016,2016-02-25 00:00:00,0.6323,925.485,23.57,72.8%,1.63
Alface Crespa,Mogi das Cruzes,"R$ 12,93",25,2,2016,2016-02-25 00:00:00,0.6323,925.485,23.57,72.8%,1.63
Alface Lisa,Mogi das Cruzes,"R$ 13,00",25,2,2016,2016-02-25 00:00:00,0.6323,925.485,23.57,72.8%,1.63
Alface Americana,Ibiúna,"R$ 7,67",4,3,2016,2016-03-04 00:00:00,0.2972,945.196,22.58,83.99%,2.04
Alface Crespa,Ibiúna,"R$ 10,26",4,3,2016,2016-03-04 00:00:00,0.2972,945.196,22.58,83.99%,2.04
Alface Lisa,Ibiúna,"R$ 10,17",4,3,2016,2016-03-04 00:00:00,0.2972,945.196,22.58,83.99%,2.04
Alface Americana,Mogi das Cruzes,"R$ 13,40",4,3,2016,2016-03-04 00:00:00,0.6546,925.381,22.02,76.17%,2.13
Alface Crespa,Mogi das Cruzes,"R$ 13,30",4,3,2016,2016-03-04 00:00:00,0.6546,925.381,22.02,76.17%,2.13
Alface Lisa,Mogi das Cruzes,"R$ 15,33",4,3,2016,2016-03-04 00:00:00,0.6546,925.381,22.02,76.17%,2.13
Alface Americana,Ibiúna,"R$ 14,23",11,3,2016,2016-03-11 00:00:00,0.6573,943.997,23.63,81.44%,1.84
Alface Crespa,Ibiúna,"R$ 13,67",11,3,2016,2016-03-11 00:00:00,0.6573,943.997,23.63,81.44%,1.84
Alface Lisa,Ibiúna,"R$ 15,64",11,3,2016,2016-03-11 00:00:00,0.6573,943.997,23.63,81.44%,1.84
Alface Americana,Mogi das Cruzes,"R$ 17,00",11,3,2016,2016-03-11 00:00:00,0.7417,924.352,23.33,73.79%,1.97
Alface Crespa,Mogi das Cruzes,"R$ 17,00",11,3,2016,2016-03-11 00:00:00,0.7417,924.352,23.33,73.79%,1.97
Alface Lisa,Mogi das Cruzes,"R$ 16,00",11,3,2016,2016-03-11 00:00:00,0.7417,924.352,23.33,73.79%,1.97
Alface Americana,Ibiúna,"R$ 15,83",17,3,2016,2016-03-17 00:00:00,0.4702,948.269,22.81,78.91%,2.59
Alface Crespa,Ibiúna,"R$ 17,32",17,3,2016,2016-03-17 00:00:00,0.4702,948.269,22.81,78.91%,2.59
Alface Lisa,Ibiúna,"R$ 16,29",17,3,2016,2016-03-17 00:00:00,0.4702,948.269,22.81,78.91%,2.59
Alface Americana,Mogi das Cruzes,"R$ 19,40",17,3,2016,2016-03-17 00:00:00,0.4976,928.706,22.0,74.64%,2.2
Alface Crespa,Mogi das Cruzes,"R$ 20,20",17,3,2016,2016-03-17 00:00:00,0.4976,928.706,22.0,74.64%,2.2
Alface Lisa,Mogi das Cruzes,"R$ 19,50",17,3,2016,2016-03-17 00:00:00,0.4976,928.706,22.0,74.64%,2.2
Alface Americana,Ibiúna,"R$ 20,00",24,3,2016,2016-03-24 00:00:00,0.125,947.23,23.12,77.11%,2.03
Alface Crespa,Ibiúna,"R$ 18,45",24,3,2016,2016-03-24 00:00:00,0.125,947.23,23.12,77.11%,2.03
Alface Lisa,Ibiúna,"R$ 17,60",24,3,2016,2016-03-24 00:00:00,0.125,947.23,23.12,77.11%,2.03
Alface Americana,Mogi das Cruzes,"R$ 23,00",24,3,2016,2016-03-24 00:00:00,0.0262,927.552,23.26,67.93%,1.86
Alface Crespa,Mogi das Cruzes,"R$ 24,20",24,3,2016,2016-03-24 00:00:00,0.0262,927.552,23.26,67.93%,1.86
Alface Lisa,Mogi das Cruzes,"R$ 23,33",24,3,2016,2016-03-24 00:00:00,0.0262,927.552,23.26,67.93%,1.86
Alface Americana,Ibiúna,"R$ 21,41",31,3,2016,2016-03-31 00:00:00,0.0325,947.285,23.55,81.22%,1.49
Alface Crespa,Ibiúna,"R$ 20,98",31,3,2016,2016-03-31 00:00:00,0.0325,947.285,23.55,81.22%,1.49
Alface Lisa,Ibiúna,"R$ 22,50",31,3,2016,2016-03-31 00:00:00,0.0325,947.285,23.55,81.22%,1.49
Alface Americana,Mogi das Cruzes,"R$ 20,33",31,3,2016,2016-03-31 00:00:00,0.1979,927.553,23.79,71.07%,1.85
Alface Crespa,Mogi das Cruzes,"R$ 21,22",31,3,2016,2016-03-31 00:00:00,0.1979,927.553,23.79,71.07%,1.85
Alface Lisa,Mogi das Cruzes,"R$ 21,00",31,3,2016,2016-03-31 00:00:00,0.1979,927.553,23.79,71.07%,1.85
Alface Americana,Ibiúna,"R$ 14,75",14,4,2016,2016-04-14 00:00:00,0.0044,947.109,24.17,73.74%,1.75
Alface Crespa,Ibiúna,"R$ 15,75",14,4,2016,2016-04-14 00:00:00,0.0044,947.109,24.17,73.74%,1.75
Alface Lisa,Ibiúna,"R$ 14,00",14,4,2016,2016-04-14 00:00:00,0.0044,947.109,24.17,73.74%,1.75
Alface Americana,Mogi das Cruzes,"R$ 18,50",14,4,2016,2016-04-14 00:00:00,0.0017,927.549,24.32,66.17%,1.54
Alface Crespa,Mogi das Cruzes,"R$ 18,33",14,4,2016,2016-04-14 00:00:00,0.0017,927.549,24.32,66.17%,1.54
Alface Lisa,Mogi das Cruzes,"R$ 18,50",14,4,2016,2016-04-14 00:00:00,0.0017,927.549,24.32,66.17%,1.54
Alface Americana,Ibiúna,"R$ 14,50",22,4,2016,2016-04-22 00:00:00,0.0185,947.907,24.7,66.8%,1.48
Alface Crespa,Ibiúna,"R$ 14,08",22,4,2016,2016-04-22 00:00:00,0.0185,947.907,24.7,66.8%,1.48
Alface Lisa,Ibiúna,"R$ 14,00",22,4,2016,2016-04-22 00:00:00,0.0185,947.907,24.7,66.8%,1.48
Alface Americana,Mogi das Cruzes,"R$ 17,83",22,4,2016,2016-04-22 00:00:00,0.0,928.269,25.53,54.29%,1.22
Alface Crespa,Mogi das Cruzes,"R$ 17,80",22,4,2016,2016-04-22 00:00:00,0.0,928.269,25.53,54.29%,1.22
Alface Lisa,Mogi das Cruzes,"R$ 17,25",22,4,2016,2016-04-22 00:00:00,0.0,928.269,25.53,54.29%,1.22
Alface Americana,Ibiúna,"R$ 12,00",29,4,2016,2016-04-29 00:00:00,0.0594,945.334,20.63,73.14%,2.01
Alface Crespa,Ibiúna,"R$ 12,73",29,4,2016,2016-04-29 00:00:00,0.0594,945.334,20.63,73.14%,2.01
Alface Lisa,Ibiúna,"R$ 10,55",29,4,2016,2016-04-29 00:00:00,0.0594,945.334,20.63,73.14%,2.01
Alface Americana,Mogi das Cruzes,"R$ 14,50",29,4,2016,2016-04-29 00:00:00,0.0094,925.321,21.66,60.59%,1.96
Alface Crespa,Mogi das Cruzes,"R$ 17,25",29,4,2016,2016-04-29 00:00:00,0.0094,925.321,21.66,60.59%,1.96
Alface Lisa,Mogi das Cruzes,"R$ 16,33",29,4,2016,2016-04-29 00:00:00,0.0094,925.321,21.66,60.59%,1.96
Alface Americana,Ibiúna,"R$ 8,80",6,5,2016,2016-05-06 00:00:00,0.0021,949.34,16.7,73.96%,1.84
Alface Crespa,Ibiúna,"R$ 10,13",6,5,2016,2016-05-06 00:00:00,0.0021,949.34,16.7,73.96%,1.84
Alface Lisa,Ibiúna,"R$ 8,88",6,5,2016,2016-05-06 00:00:00,0.0021,949.34,16.7,73.96%,1.84
Alface Americana,Mogi das Cruzes,"R$ 13,15",6,5,2016,2016-05-06 00:00:00,0.0,929.246,16.95,68.01%,1.78
Alface Crespa,Mogi das Cruzes,"R$ 12,80",6,5,2016,2016-05-06 00:00:00,0.0,929.246,16.95,68.01%,1.78
Alface Lisa,Mogi das Cruzes,"R$ 13,60",6,5,2016,2016-05-06 00:00:00,0.0,929.246,16.95,68.01%,1.78
Alface Americana,Ibiúna,"R$ 10,50",13,5,2016,2016-05-13 00:00:00,0.0219,948.789,19.11,81.16%,1.81
Alface Crespa,Ibiúna,"R$ 10,18",13,5,2016,2016-05-13 00:00:00,0.0219,948.789,19.11,81.16%,1.81
Alface Lisa,Ibiúna,"R$ 8,30",13,5,2016,2016-05-13 00:00:00,0.0219,948.789,19.11,81.16%,1.81
Alface Americana,Mogi das Cruzes,"R$ 11,52",13,5,2016,2016-05-13 00:00:00,0.0031,928.711,19.33,72.92%,1.56
Alface Crespa,Mogi das Cruzes,"R$ 10,73",13,5,2016,2016-05-13 00:00:00,0.0031,928.711,19.33,72.92%,1.56
Alface Lisa,Mogi das Cruzes,"R$ 12,00",13,5,2016,2016-05-13 00:00:00,0.0031,928.711,19.33,72.92%,1.56
Alface Americana,Ibiúna,"R$ 8,48",20,5,2016,2016-05-20 00:00:00,0.2021,948.937,18.28,81.49%,2.11
Alface Crespa,Ibiúna,"R$ 9,10",20,5,2016,2016-05-20 00:00:00,0.2021,948.937,18.28,81.49%,2.11
Alface Lisa,Ibiúna,"R$ 7,88",20,5,2016,2016-05-20 00:00:00,0.2021,948.937,18.28,81.49%,2.11
Alface Americana,Mogi das Cruzes,"R$ 10,15",20,5,2016,2016-05-20 00:00:00,0.199,928.934,18.0,75.64%,1.71
Alface Americana,Mogi das Cruzes,"R$ 11,00",20,5,2016,2016-05-20 00:00:00,0.199,928.934,18.0,75.64%,1.71
Alface Crespa,Mogi das Cruzes,"R$ 10,20",20,5,2016,2016-05-20 00:00:00,0.199,928.934,18.0,75.64%,1.71
Alface Lisa,Mogi das Cruzes,"R$ 12,00",20,5,2016,2016-05-20 00:00:00,0.199,928.934,18.0,75.64%,1.71
Alface Americana,Ibiúna,"R$ 8,47",27,5,2016,2016-05-27 00:00:00,0.2802,951.183,17.26,82.55%,2.13
Alface Crespa,Ibiúna,"R$ 7,11",27,5,2016,2016-05-27 00:00:00,0.2802,951.183,17.26,82.55%,2.13
Alface Lisa,Ibiúna,"R$ 7,11",27,5,2016,2016-05-27 00:00:00,0.2802,951.183,17.26,82.55%,2.13
Alface Americana,Mogi das Cruzes,"R$ 10,22",27,5,2016,2016-05-27 00:00:00,0.2938,931.045,16.93,76.68%,1.72
Alface Crespa,Mogi das Cruzes,"R$ 9,33",27,5,2016,2016-05-27 00:00:00,0.2938,931.045,16.93,76.68%,1.72
Alface Lisa,Mogi das Cruzes,"R$ 10,00",27,5,2016,2016-05-27 00:00:00,0.2938,931.045,16.93,76.68%,1.72
Alface Americana,Ibiúna,"R$ 9,13",3,6,2016,2016-06-03 00:00:00,0.2311,946.703,18.15,87.83%,1.55
Alface Crespa,Ibiúna,"R$ 8,28",3,6,2016,2016-06-03 00:00:00,0.2311,946.703,18.15,87.83%,1.55
Alface Lisa,Ibiúna,"R$ 8,28",3,6,2016,2016-06-03 00:00:00,0.2311,946.703,18.15,87.83%,1.55
Alface Americana,Mogi das Cruzes,"R$ 9,77",3,6,2016,2016-06-03 00:00:00,0.2646,926.798,18.11,76.74%,2.16
Alface Crespa,Mogi das Cruzes,"R$ 8,78",3,6,2016,2016-06-03 00:00:00,0.2646,926.798,18.11,76.74%,2.16
Alface Lisa,Mogi das Cruzes,"R$ 9,75",3,6,2016,2016-06-03 00:00:00,0.2646,926.798,18.11,76.74%,2.16
Alface Americana,Ibiúna,"R$ 19,75",10,6,2016,2016-06-10 00:00:00,0.7489,946.715,15.69,88.94%,0.92
Alface Crespa,Ibiúna,"R$ 16,17",10,6,2016,2016-06-10 00:00:00,0.7489,946.715,15.69,88.94%,0.92
Alface Lisa,Ibiúna,"R$ 16,17",10,6,2016,2016-06-10 00:00:00,0.7489,946.715,15.69,88.94%,0.92
Alface Americana,Mogi das Cruzes,"R$ 13,40",10,6,2016,2016-06-10 00:00:00,0.8927,926.337,15.51,80.65%,0.96
Alface Crespa,Mogi das Cruzes,"R$ 15,00",10,6,2016,2016-06-10 00:00:00,0.8927,926.337,15.51,80.65%,0.96
Alface Lisa,Mogi das Cruzes,"R$ 15,00",10,6,2016,2016-06-10 00:00:00,0.8927,926.337,15.51,80.65%,0.96
Alface Americana,Ibiúna,"R$ 20,63",17,6,2016,2016-06-17 00:00:00,0.0021,953.672,12.85,72.96%,1.57
Alface Crespa,Ibiúna,"R$ 22,50",17,6,2016,2016-06-17 00:00:00,0.0021,953.672,12.85,72.96%,1.57
Alface Lisa,Ibiúna,"R$ 20,00",17,6,2016,2016-06-17 00:00:00,0.0021,953.672,12.85,72.96%,1.57
Alface Americana,Mogi das Cruzes,"R$ 18,25",17,6,2016,2016-06-17 00:00:00,0.0021,933.258,13.1,66.13%,1.14
Alface Crespa,Mogi das Cruzes,"R$ 20,25",17,6,2016,2016-06-17 00:00:00,0.0021,933.258,13.1,66.13%,1.14
Alface Lisa,Mogi das Cruzes,"R$ 20,33",17,6,2016,2016-06-17 00:00:00,0.0021,933.258,13.1,66.13%,1.14
Alface Americana,Ibiúna,"R$ 20,50",24,6,2016,2016-06-24 00:00:00,0.0031,951.817,15.6,80.6%,1.89
Alface Crespa,Ibiúna,"R$ 23,20",24,6,2016,2016-06-24 00:00:00,0.0031,951.817,15.6,80.6%,1.89
Alface Lisa,Ibiúna,"R$ 22,40",24,6,2016,2016-06-24 00:00:00,0.0031,951.817,15.6,80.6%,1.89
Alface Americana,Mogi das Cruzes,"R$ 18,75",24,6,2016,2016-06-24 00:00:00,0.0156,931.833,15.43,75.38%,1.6
Alface Crespa,Mogi das Cruzes,"R$ 25,75",24,6,2016,2016-06-24 00:00:00,0.0156,931.833,15.43,75.38%,1.6
Alface Lisa,Mogi das Cruzes,"R$ 25,75",24,6,2016,2016-06-24 00:00:00,0.0156,931.833,15.43,75.38%,1.6
Alface Americana,Ibiúna,"R$ 14,38",8,7,2016,2016-07-08 00:00:00,0.0017,952.973,17.04,73.18%,1.49
Alface Crespa,Ibiúna,"R$ 17,25",8,7,2016,2016-07-08 00:00:00,0.0017,952.973,17.04,73.18%,1.49
Alface Lisa,Ibiúna,"R$ 16,00",8,7,2016,2016-07-08 00:00:00,0.0017,952.973,17.04,73.18%,1.49
Alface Americana,Mogi das Cruzes,"R$ 20,00",8,7,2016,2016-07-08 00:00:00,0.0006,932.875,17.45,66.14%,1.53
Alface Crespa,Mogi das Cruzes,"R$ 24,20",8,7,2016,2016-07-08 00:00:00,0.0006,932.875,17.45,66.14%,1.53
Alface Lisa,Mogi das Cruzes,"R$ 24,20",8,7,2016,2016-07-08 00:00:00,0.0006,932.875,17.45,66.14%,1.53
Alface Americana,Ibiúna,"R$ 12,62",14,7,2016,2016-07-14 00:00:00,0.0012,948.248,18.3,64.42%,1.34
Alface Crespa,Ibiúna,"R$ 14,50",14,7,2016,2016-07-14 00:00:00,0.0012,948.248,18.3,64.42%,1.34
Alface Lisa,Ibiúna,"R$ 14,50",14,7,2016,2016-07-14 00:00:00,0.0012,948.248,18.3,64.42%,1.34
Alface Americana,Mogi das Cruzes,"R$ 16,55",14,7,2016,2016-07-14 00:00:00,0.0,928.333,18.98,55.83%,1.54
Alface Crespa,Mogi das Cruzes,"R$ 17,83",14,7,2016,2016-07-14 00:00:00,0.0,928.333,18.98,55.83%,1.54
Alface Lisa,Mogi das Cruzes,"R$ 17,20",14,7,2016,2016-07-14 00:00:00,0.0,928.333,18.98,55.83%,1.54
Alface Americana,Ibiúna,"R$ 12,83",22,7,2016,2016-07-22 00:00:00,0.0278,948.727,15.1,71.77%,1.71
Alface Crespa,Ibiúna,"R$ 13,60",22,7,2016,2016-07-22 00:00:00,0.0278,948.727,15.1,71.77%,1.71
Alface Lisa,Ibiúna,"R$ 12,50",22,7,2016,2016-07-22 00:00:00,0.0278,948.727,15.1,71.77%,1.71
Alface Americana,Mogi das Cruzes,"R$ 16,21",22,7,2016,2016-07-22 00:00:00,0.0287,928.424,15.83,61.48%,1.97
Alface Crespa,Mogi das Cruzes,"R$ 16,07",22,7,2016,2016-07-22 00:00:00,0.0287,928.424,15.83,61.48%,1.97
Alface Lisa,Mogi das Cruzes,"R$ 15,20",22,7,2016,2016-07-22 00:00:00,0.0287,928.424,15.83,61.48%,1.97
Alface Americana,Ibiúna,"R$ 9,00",29,7,2016,2016-07-29 00:00:00,0.001,950.453,17.1,70.04%,2.1
Alface Crespa,Ibiúna,"R$ 9,33",29,7,2016,2016-07-29 00:00:00,0.001,950.453,17.1,70.04%,2.1
Alface Lisa,Ibiúna,"R$ 9,75",29,7,2016,2016-07-29 00:00:00,0.001,950.453,17.1,70.04%,2.1
Alface Americana,Mogi das Cruzes,"R$ 12,60",29,7,2016,2016-07-29 00:00:00,0.0,930.602,16.99,63.69%,2.19
Alface Crespa,Mogi das Cruzes,"R$ 11,67",29,7,2016,2016-07-29 00:00:00,0.0,930.602,16.99,63.69%,2.19
Alface Lisa,Mogi das Cruzes,"R$ 13,00",29,7,2016,2016-07-29 00:00:00,0.0,930.602,16.99,63.69%,2.19
Alface Americana,Ibiúna,"R$ 9,33",5,8,2016,2016-08-05 00:00:00,0.001,951.896,17.47,75.18%,2.12
Alface Crespa,Ibiúna,"R$ 8,67",5,8,2016,2016-08-05 00:00:00,0.001,951.896,17.47,75.18%,2.12
