Produto,Região,Preço,Dia,Mês,Ano,Data,Média Precipitação Total (mm),Média Pressão Atmosférica (mB),Média Temperatura do Ar (°C),Média Umidade Relativa do Ar (%),Média Vento Velocidade (m/s)
Alface Lisa,Mogi das Cruzes,"R$ 12,25",24,11,2017,2017-11-24 00:00:00,0.4115,923.044,20.73,73.4%,2.23
Alface Americana,Ibiúna,"R$ 10,25",1,12,2017,2017-12-01 00:00:00,0.3219,944.404,21.86,72.74%,2.68
Alface Crespa,Ibiúna,"R$ 9,94",1,12,2017,2017-12-01 00:00:00,0.3219,944.404,21.86,72.74%,2.68
Alface Lisa,Ibiúna,"R$ 9,94",1,12,2017,2017-12-01 00:00:00,0.3219,944.404,21.86,72.74%,2.68
Alface Americana,Mogi das Cruzes,"R$ 13,81",1,12,2017,2017-12-01 00:00:00,0.1875,924.783,21.24,67.57%,2.49
Alface Crespa,Mogi das Cruzes,"R$ 13,38",1,12,2017,2017-12-01 00:00:00,0.1875,924.783,21.24,67.57%,2.49
Alface Lisa,Mogi das Cruzes,"R$ 13,00",1,12,2017,2017-12-01 00:00:00,0.1875,924.783,21.24,67.57%,2.49
Alface Americana,Ibiúna,"R$ 8,79",8,12,2017,2017-12-08 00:00:00,0.1854,942.191,22.8,73.03%,2.9
Alface Crespa,Ibiúna,"R$ 9,30",8,12,2017,2017-12-08 00:00:00,0.1854,942.191,22.8,73.03%,2.9
Alface Lisa,Ibiúna,"R$ 9,30",8,12,2017,2017-12-08 00:00:00,0.1854,942.191,22.8,73.03%,2.9
Alface Americana,Mogi das Cruzes,"R$ 12,22",8,12,2017,2017-12-08 00:00:00,0.0979,922.674,21.83,71.32%,2.28
Alface Crespa,Mogi das Cruzes,"R$ 12,67",8,12,2017,2017-12-08 00:00:00,0.0979,922.674,21.83,71.32%,2.28
Alface Lisa,Mogi das Cruzes,"R$ 12,20",8,12,2017,2017-12-08 00:00:00,0.0979,922.674,21.83,71.32%,2.28
Alface Americana,Ibiúna,"R$ 8,43",15,12,2017,2017-12-15 00:00:00,0.2688,942.421,22.67,71.79%,2.61
Alface Crespa,Ibiúna,"R$ 8,88",15,12,2017,2017-12-15 00:00:00,0.2688,942.421,22.67,71.79%,2.61
Alface Lisa,Ibiúna,"R$ 8,88",15,12,2017,2017-12-15 00:00:00,0.2688,942.421,22.67,71.79%,2.61
Alface Americana,Mogi das Cruzes,"R$ 12,80",15,12,2017,2017-12-15 00:00:00,0.0979,922.908,21.8,68.36%,2.09
Alface Crespa,Mogi das Cruzes,"R$ 12,13",15,12,2017,2017-12-15 00:00:00,0.0979,922.908,21.8,68.36%,2.09
Alface Lisa,Mogi das Cruzes,"R$ 12,17",15,12,2017,2017-12-15 00:00:00,0.0979,922.908,21.8,68.36%,2.09
Alface Americana,Ibiúna,"R$ 7,00",22,12,2017,2017-12-22 00:00:00,0.375,945.371,23.51,75.64%,1.89
Alface Crespa,Ibiúna,"R$ 8,15",22,12,2017,2017-12-22 00:00:00,0.375,945.371,23.51,75.64%,1.89
Alface Lisa,Ibiúna,"R$ 8,15",22,12,2017,2017-12-22 00:00:00,0.375,945.371,23.51,75.64%,1.89
Alface Americana,Mogi das Cruzes,"R$ 11,64",22,12,2017,2017-12-22 00:00:00,0.2885,925.677,23.38,65.61%,1.86
Alface Crespa,Mogi das Cruzes,"R$ 11,07",22,12,2017,2017-12-22 00:00:00,0.2885,925.677,23.38,65.61%,1.86
Alface Lisa,Mogi das Cruzes,"R$ 11,75",22,12,2017,2017-12-22 00:00:00,0.2885,925.677,23.38,65.61%,1.86
Alface Americana,Ibiúna,"R$ 7,00",28,12,2017,2017-12-28 00:00:00,0.2738,944.269,22.81,83.41%,1.66
Alface Crespa,Ibiúna,"R$ 8,15",28,12,2017,2017-12-28 00:00:00,0.2738,944.269,22.81,83.41%,1.66
Alface Lisa,Ibiúna,"R$ 8,15",28,12,2017,2017-12-28 00:00:00,0.2738,944.269,22.81,83.41%,1.66
Alface Americana,Mogi das Cruzes,"R$ 12,44",28,12,2017,2017-12-28 00:00:00,0.3,924.348,23.01,71.78%,2.1
Alface Crespa,Mogi das Cruzes,"R$ 10,87",28,12,2017,2017-12-28 00:00:00,0.3,924.348,23.01,71.78%,2.1
Alface Lisa,Mogi das Cruzes,"R$ 11,75",28,12,2017,2017-12-28 00:00:00,0.3,924.348,23.01,71.78%,2.1
Alface Americana,Ibiúna,"R$ 7,00",5,1,2018,2018-01-05 00:00:00,0.387,942.412,22.73,80.77%,2.3
Alface Crespa,Ibiúna,"R$ 8,15",5,1,2018,2018-01-05 00:00:00,0.387,942.412,22.73,80.77%,2.3
Alface Lisa,Ibiúna,"R$ 8,15",5,1,2018,2018-01-05 00:00:00,0.387,942.412,22.73,80.77%,2.3
Alface Americana,Mogi das Cruzes,"R$ 12,44",5,1,2018,2018-01-05 00:00:00,0.3296,922.602,22.35,72.81%,2.78
Alface Crespa,Mogi das Cruzes,"R$ 10,58",5,1,2018,2018-01-05 00:00:00,0.3296,922.602,22.35,72.81%,2.78
Alface Lisa,Mogi das Cruzes,"R$ 11,67",5,1,2018,2018-01-05 00:00:00,0.3296,922.602,22.35,72.81%,2.78
Alface Americana,Ibiúna,"R$ 8,16",12,1,2018,2018-01-12 00:00:00,0.1135,946.972,21.98,79.76%,2.01
Alface Crespa,Ibiúna,"R$ 8,13",12,1,2018,2018-01-12 00:00:00,0.1135,946.972,21.98,79.76%,2.01
Alface Lisa,Ibiúna,"R$ 8,13",12,1,2018,2018-01-12 00:00:00,0.1135,946.972,21.98,79.76%,2.01
Alface Americana,Mogi das Cruzes,"R$ 12,33",12,1,2018,2018-01-12 00:00:00,0.4677,927.2,21.19,74.85%,1.85
Alface Crespa,Mogi das Cruzes,"R$ 11,50",12,1,2018,2018-01-12 00:00:00,0.4677,927.2,21.19,74.85%,1.85
Alface Lisa,Mogi das Cruzes,"R$ 12,63",12,1,2018,2018-01-12 00:00:00,0.4677,927.2,21.19,74.85%,1.85
Alface Americana,Ibiúna,"R$ 8,42",19,1,2018,2018-01-19 00:00:00,0.0812,945.755,23.0,80.9%,1.25
Alface Crespa,Ibiúna,"R$ 9,86",19,1,2018,2018-01-19 00:00:00,0.0812,945.755,23.0,80.9%,1.25
Alface Lisa,Ibiúna,"R$ 10,00",19,1,2018,2018-01-19 00:00:00,0.0812,945.755,23.0,80.9%,1.25
Alface Americana,Mogi das Cruzes,"R$ 12,88",19,1,2018,2018-01-19 00:00:00,0.15,925.666,23.62,66.52%,2.12
Alface Crespa,Mogi das Cruzes,"R$ 12,67",19,1,2018,2018-01-19 00:00:00,0.15,925.666,23.62,66.52%,2.12
Alface Lisa,Mogi das Cruzes,"R$ 13,50",19,1,2018,2018-01-19 00:00:00,0.15,925.666,23.62,66.52%,2.12
Alface Americana,Ibiúna,"R$ 10,83",26,1,2018,2018-01-26 00:00:00,0.3573,944.548,24.08,76.71%,2.15
Alface Crespa,Ibiúna,"R$ 11,39",26,1,2018,2018-01-26 00:00:00,0.3573,944.548,24.08,76.71%,2.15
Alface Lisa,Ibiúna,"R$ 12,29",26,1,2018,2018-01-26 00:00:00,0.3573,944.548,24.08,76.71%,2.15
Alface Americana,Mogi das Cruzes,"R$ 13,40",26,1,2018,2018-01-26 00:00:00,0.2844,924.873,23.74,68.93%,1.85
Alface Crespa,Mogi das Cruzes,"R$ 12,58",26,1,2018,2018-01-26 00:00:00,0.2844,924.873,23.74,68.93%,1.85
Alface Lisa,Mogi das Cruzes,"R$ 13,13",26,1,2018,2018-01-26 00:00:00,0.2844,924.873,23.74,68.93%,1.85
Alface Americana,Ibiúna,"R$ 11,13",2,2,2018,2018-02-02 00:00:00,0.4208,942.708,22.45,78.66%,2.78
Alface Crespa,Ibiúna,"R$ 12,42",2,2,2018,2018-02-02 00:00:00,0.4208,942.708,22.45,78.66%,2.78
Alface Lisa,Ibiúna,"R$ 12,42",2,2,2018,2018-02-02 00:00:00,0.4208,942.708,22.45,78.66%,2.78
Alface Americana,Mogi das Cruzes,"R$ 15,42",2,2,2018,2018-02-02 00:00:00,0.2958,922.993,21.56,73.07%,2.19
Alface Crespa,Mogi das Cruzes,"R$ 14,07",2,2,2018,2018-02-02 00:00:00,0.2958,922.993,21.56,73.07%,2.19
Alface Lisa,Mogi das Cruzes,"R$ 14,10",2,2,2018,2018-02-02 00:00:00,0.2958,922.993,21.56,73.07%,2.19
Alface Americana,Ibiúna,"R$ 10,06",9,2,2018,2018-02-09 00:00:00,,,,nan%,
Alface Crespa,Ibiúna,"R$ 10,17",9,2,2018,2018-02-09 00:00:00,,,,nan%,
Alface Lisa,Ibiúna,"R$ 9,44",9,2,2018,2018-02-09 00:00:00,,,,nan%,
Alface Americana,Mogi das Cruzes,"R$ 15,41",9,2,2018,2018-02-09 00:00:00,0.0083,923.085,21.84,66.21%,2.12
Alface Crespa,Mogi das Cruzes,"R$ 13,97",9,2,2018,2018-02-09 00:00:00,0.0083,923.085,21.84,66.21%,2.12
Alface Lisa,Mogi das Cruzes,"R$ 14,75",9,2,2018,2018-02-09 00:00:00,0.0083,923.085,21.84,66.21%,2.12
Alface Americana,Ibiúna,"R$ 7,50",16,2,2018,2018-02-16 00:00:00,,,,nan%,
Alface Crespa,Ibiúna,"R$ 10,00",16,2,2018,2018-02-16 00:00:00,,,,nan%,
Alface Lisa,Ibiúna,"R$ 10,00",16,2,2018,2018-02-16 00:00:00,,,,nan%,
Alface Americana,Mogi das Cruzes,"R$ 14,68",16,2,2018,2018-02-16 00:00:00,0.0823,927.485,22.47,70.62%,2.12
Alface Crespa,Mogi das Cruzes,"R$ 13,50",16,2,2018,2018-02-16 00:00:00,0.0823,927.485,22.47,70.62%,2.12
Alface Lisa,Mogi das Cruzes,"R$ 14,00",16,2,2018,2018-02-16 00:00:00,0.0823,927.485,22.47,70.62%,2.12
Alface Americana,Ibiúna,"R$ 6,75",23,2,2018,2018-02-23 00:00:00,,,,nan%,
Alface Crespa,Ibiúna,"R$ 7,58",23,2,2018,2018-02-23 00:00:00,,,,nan%,
Alface Lisa,Ibiúna,"R$ 7,58",23,2,2018,2018-02-23 00:00:00,,,,nan%,
Alface Americana,Mogi das Cruzes,"R$ 13,10",23,2,2018,2018-02-23 00:00:00,0.0792,924.685,22.29,70.76%,2.17
Alface Crespa,Mogi das Cruzes,"R$ 11,50",23,2,2018,2018-02-23 00:00:00,0.0792,924.685,22.29,70.76%,2.17
Alface Lisa,Mogi das Cruzes,"R$ 12,88",23,2,2018,2018-02-23 00:00:00,0.0792,924.685,22.29,70.76%,2.17
Alface Americana,Ibiúna,"R$ 7,83",2,3,2018,2018-03-02 00:00:00,0.2375,945.954,23.42,81.79%,1.22
Alface Crespa,Ibiúna,"R$ 7,17",2,3,2018,2018-03-02 00:00:00,0.2375,945.954,23.42,81.79%,1.22
Alface Lisa,Ibiúna,"R$ 7,17",2,3,2018,2018-03-02 00:00:00,0.2375,945.954,23.42,81.79%,1.22
Alface Americana,Mogi das Cruzes,"R$ 12,35",2,3,2018,2018-03-02 00:00:00,0.3792,925.919,22.67,69.72%,1.88
Alface Crespa,Mogi das Cruzes,"R$ 11,50",2,3,2018,2018-03-02 00:00:00,0.3792,925.919,22.67,69.72%,1.88
Alface Lisa,Mogi das Cruzes,"R$ 12,38",2,3,2018,2018-03-02 00:00:00,0.3792,925.919,22.67,69.72%,1.88
Alface Americana,Ibiúna,"R$ 8,17",9,3,2018,2018-03-09 00:00:00,0.1594,943.295,23.23,81.51%,1.7
Alface Crespa,Ibiúna,"R$ 6,07",9,3,2018,2018-03-09 00:00:00,0.1594,943.295,23.23,81.51%,1.7
Alface Lisa,Ibiúna,"R$ 6,23",9,3,2018,2018-03-09 00:00:00,0.1594,943.295,23.23,81.51%,1.7
Alface Americana,Mogi das Cruzes,"R$ 11,22",9,3,2018,2018-03-09 00:00:00,0.199,923.571,23.22,74.0%,1.66
Alface Crespa,Mogi das Cruzes,"R$ 10,25",9,3,2018,2018-03-09 00:00:00,0.199,923.571,23.22,74.0%,1.66
Alface Lisa,Mogi das Cruzes,"R$ 10,67",9,3,2018,2018-03-09 00:00:00,0.199,923.571,23.22,74.0%,1.66
Alface Americana,Ibiúna,"R$ 8,55",16,3,2018,2018-03-16 00:00:00,0.0177,943.147,24.52,74.31%,1.98
Alface Crespa,Ibiúna,"R$ 7,89",16,3,2018,2018-03-16 00:00:00,0.0177,943.147,24.52,74.31%,1.98
Alface Lisa,Ibiúna,"R$ 7,89",16,3,2018,2018-03-16 00:00:00,0.0177,943.147,24.52,74.31%,1.98
Alface Americana,Mogi das Cruzes,"R$ 10,52",16,3,2018,2018-03-16 00:00:00,0.3771,923.606,24.03,68.88%,1.92
Alface Crespa,Mogi das Cruzes,"R$ 9,60",16,3,2018,2018-03-16 00:00:00,0.3771,923.606,24.03,68.88%,1.92
Alface Lisa,Mogi das Cruzes,"R$ 10,00",16,3,2018,2018-03-16 00:00:00,0.3771,923.606,24.03,68.88%,1.92
Alface Americana,Ibiúna,"R$ 9,27",29,3,2018,2018-03-29 00:00:00,0.1536,945.18,23.73,77.09%,1.85
Alface Crespa,Ibiúna,"R$ 8,79",29,3,2018,2018-03-29 00:00:00,0.1536,945.18,23.73,77.09%,1.85
Alface Lisa,Ibiúna,"R$ 8,79",29,3,2018,2018-03-29 00:00:00,0.1536,945.18,23.73,77.09%,1.85
Alface Americana,Mogi das Cruzes,"R$ 11,00",29,3,2018,2018-03-29 00:00:00,0.3321,925.538,23.5,70.98%,1.62
Alface Crespa,Mogi das Cruzes,"R$ 10,00",29,3,2018,2018-03-29 00:00:00,0.3321,925.538,23.5,70.98%,1.62
Alface Lisa,Mogi das Cruzes,"R$ 10,00",29,3,2018,2018-03-29 00:00:00,0.3321,925.538,23.5,70.98%,1.62
Alface Americana,Ibiúna,"R$ 10,58",6,4,2018,2018-04-06 00:00:00,0.1148,944.119,22.08,81.43%,1.41
Alface Crespa,Ibiúna,"R$ 11,75",6,4,2018,2018-04-06 00:00:00,0.1148,944.119,22.08,81.43%,1.41
Alface Lisa,Ibiúna,"R$ 11,75",6,4,2018,2018-04-06 00:00:00,0.1148,944.119,22.08,81.43%,1.41
Alface Americana,Mogi das Cruzes,"R$ 11,90",6,4,2018,2018-04-06 00:00:00,0.0926,924.212,22.24,72.71%,1.81
Alface Crespa,Mogi das Cruzes,"R$ 11,40",6,4,2018,2018-04-06 00:00:00,0.0926,924.212,22.24,72.71%,1.81
Alface Lisa,Mogi das Cruzes,"R$ 11,50",6,4,2018,2018-04-06 00:00:00,0.0926,924.212,22.24,72.71%,1.81
Alface Americana,Ibiúna,"R$ 16,17",13,4,2018,2018-04-13 00:00:00,0.001,947.736,22.2,73.34%,1.81
Alface Crespa,Ibiúna,"R$ 14,33",13,4,2018,2018-04-13 00:00:00,0.001,947.736,22.2,73.34%,1.81
Alface Lisa,Ibiúna,"R$ 14,33",13,4,2018,2018-04-13 00:00:00,0.001,947.736,22.2,73.34%,1.81
Alface Americana,Mogi das Cruzes,"R$ 17,20",13,4,2018,2018-04-13 00:00:00,0.0,928.039,22.11,67.72%,1.96
Alface Crespa,Mogi das Cruzes,"R$ 16,67",13,4,2018,2018-04-13 00:00:00,0.0,928.039,22.11,67.72%,1.96
Alface Lisa,Mogi das Cruzes,"R$ 17,25",13,4,2018,2018-04-13 00:00:00,0.0,928.039,22.11,67.72%,1.96
Alface Americana,Ibiúna,"R$ 15,67",20,4,2018,2018-04-20 00:00:00,0.0,951.891,20.44,71.25%,2.57
Alface Crespa,Ibiúna,"R$ 13,75",20,4,2018,2018-04-20 00:00:00,0.0,951.891,20.44,71.25%,2.57
Alface Lisa,Ibiúna,"R$ 13,75",20,4,2018,2018-04-20 00:00:00,0.0,951.891,20.44,71.25%,2.57
Alface Americana,Mogi das Cruzes,"R$ 19,00",20,4,2018,2018-04-20 00:00:00,0.0865,931.933,19.85,67.22%,2.05
Alface Crespa,Mogi das Cruzes,"R$ 18,80",20,4,2018,2018-04-20 00:00:00,0.0865,931.933,19.85,67.22%,2.05
Alface Lisa,Mogi das Cruzes,"R$ 18,67",20,4,2018,2018-04-20 00:00:00,0.0865,931.933,19.85,67.22%,2.05
Alface Americana,Ibiúna,"R$ 17,50",27,4,2018,2018-04-27 00:00:00,0.001,949.179,20.5,71.23%,1.8
Alface Crespa,Ibiúna,"R$ 13,54",27,4,2018,2018-04-27 00:00:00,0.001,949.179,20.5,71.23%,1.8
Alface Lisa,Ibiúna,"R$ 13,54",27,4,2018,2018-04-27 00:00:00,0.001,949.179,20.5,71.23%,1.8
Alface Americana,Mogi das Cruzes,"R$ 19,80",27,4,2018,2018-04-27 00:00:00,0.0,929.349,20.47,66.66%,1.71
Alface Crespa,Mogi das Cruzes,"R$ 19,31",27,4,2018,2018-04-27 00:00:00,0.0,929.349,20.47,66.66%,1.71
Alface Lisa,Mogi das Cruzes,"R$ 18,00",27,4,2018,2018-04-27 00:00:00,0.0,929.349,20.47,66.66%,1.71
Alface Americana,Ibiúna,"R$ 13,83",4,5,2018,2018-05-04 00:00:00,0.001,949.205,22.09,71.76%,1.56
Alface Crespa,Ibiúna,"R$ 13,21",4,5,2018,2018-05-04 00:00:00,0.001,949.205,22.09,71.76%,1.56
Alface Lisa,Ibiúna,"R$ 12,79",4,5,2018,2018-05-04 00:00:00,0.001,949.205,22.09,71.76%,1.56
Alface Americana,Mogi das Cruzes,"R$ 18,83",4,5,2018,2018-05-04 00:00:00,0.0,929.466,22.16,65.36%,1.6
Alface Crespa,Mogi das Cruzes,"R$ 17,95",4,5,2018,2018-05-04 00:00:00,0.0,929.466,22.16,65.36%,1.6
Alface Lisa,Mogi das Cruzes,"R$ 18,00",4,5,2018,2018-05-04 00:00:00,0.0,929.466,22.16,65.36%,1.6
Alface Americana,Ibiúna,"R$ 10,67",11,5,2018,2018-05-11 00:00:00,0.0,950.019,20.88,69.26%,2.28
Alface Crespa,Ibiúna,"R$ 10,03",11,5,2018,2018-05-11 00:00:00,0.0,950.019,20.88,69.26%,2.28
Alface Lisa,Ibiúna,"R$ 10,88",11,5,2018,2018-05-11 00:00:00,0.0,950.019,20.88,69.26%,2.28
Alface Americana,Mogi das Cruzes,"R$ 16,80",11,5,2018,2018-05-11 00:00:00,0.0,930.253,20.76,66.31%,1.86
Alface Crespa,Mogi das Cruzes,"R$ 16,54",11,5,2018,2018-05-11 00:00:00,0.0,930.253,20.76,66.31%,1.86
Alface Lisa,Mogi das Cruzes,"R$ 17,17",11,5,2018,2018-05-11 00:00:00,0.0,930.253,20.76,66.31%,1.86
Alface Americana,Ibiúna,"R$ 9,67",18,5,2018,2018-05-18 00:00:00,0.001,947.241,19.88,74.85%,1.78
Alface Crespa,Ibiúna,"R$ 8,43",18,5,2018,2018-05-18 00:00:00,0.001,947.241,19.88,74.85%,1.78
Alface Lisa,Ibiúna,"R$ 10,56",18,5,2018,2018-05-18 00:00:00,0.001,947.241,19.88,74.85%,1.78
Alface Americana,Mogi das Cruzes,"R$ 11,28",18,5,2018,2018-05-18 00:00:00,0.0135,927.398,20.15,68.15%,2.01
Alface Crespa,Mogi das Cruzes,"R$ 13,83",18,5,2018,2018-05-18 00:00:00,0.0135,927.398,20.15,68.15%,2.01
Alface Lisa,Mogi das Cruzes,"R$ 11,38",18,5,2018,2018-05-18 00:00:00,0.0135,927.398,20.15,68.15%,2.01
Alface Americana,Ibiúna,"R$ 6,50",25,5,2018,2018-05-25 00:00:00,0.0771,948.368,16.02,73.86%,1.7
Alface Crespa,Ibiúna,"R$ 7,97",25,5,2018,2018-05-25 00:00:00,0.0771,948.368,16.02,73.86%,1.7
Alface Lisa,Ibiúna,"R$ 8,29",25,5,2018,2018-05-25 00:00:00,0.0771,948.368,16.02,73.86%,1.7
Alface Americana,Mogi das Cruzes,"R$ 10,40",25,5,2018,2018-05-25 00:00:00,0.0573,927.967,16.83,67.13%,2.1
Alface Crespa,Mogi das Cruzes,"R$ 10,63",25,5,2018,2018-05-25 00:00:00,0.0573,927.967,16.83,67.13%,2.1
Alface Lisa,Mogi das Cruzes,"R$ 11,00",25,5,2018,2018-05-25 00:00:00,0.0573,927.967,16.83,67.13%,2.1
Alface Americana,Ibiúna,"R$ 7,50",8,6,2018,2018-06-08 00:00:00,0.0089,950.696,18.54,67.38%,1.71
Alface Crespa,Ibiúna,"R$ 8,17",8,6,2018,2018-06-08 00:00:00,0.0089,950.696,18.54,67.38%,1.71
Alface Lisa,Ibiúna,"R$ 8,17",8,6,2018,2018-06-08 00:00:00,0.0089,950.696,18.54,67.38%,1.71
Alface Americana,Mogi das Cruzes,"R$ 11,22",8,6,2018,2018-06-08 00:00:00,0.0189,930.29,17.59,69.04%,1.83
Alface Crespa,Mogi das Cruzes,"R$ 11,58",8,6,2018,2018-06-08 00:00:00,0.0189,930.29,17.59,69.04%,1.83
Alface Lisa,Mogi das Cruzes,"R$ 11,63",8,6,2018,2018-06-08 00:00:00,0.0189,930.29,17.59,69.04%,1.83
Alface Americana,Ibiúna,"R$ 5,50",15,6,2018,2018-06-15 00:00:00,0.032,949.507,19.24,76.91%,1.79
Alface Crespa,Ibiúna,"R$ 7,08",15,6,2018,2018-06-15 00:00:00,0.032,949.507,19.24,76.91%,1.79
Alface Lisa,Ibiúna,"R$ 7,08",15,6,2018,2018-06-15 00:00:00,0.032,949.507,19.24,76.91%,1.79
Alface Americana,Mogi das Cruzes,"R$ 12,37",15,6,2018,2018-06-15 00:00:00,0.0461,929.497,18.3,74.8%,1.72
Alface Crespa,Mogi das Cruzes,"R$ 10,88",15,6,2018,2018-06-15 00:00:00,0.0461,929.497,18.3,74.8%,1.72
Alface Lisa,Mogi das Cruzes,"R$ 10,83",15,6,2018,2018-06-15 00:00:00,0.0461,929.497,18.3,74.8%,1.72
Alface Americana,Ibiúna,"R$ 5,75",22,6,2018,2018-06-22 00:00:00,0.001,953.782,16.98,75.8%,2.28
Alface Crespa,Ibiúna,"R$ 7,56",22,6,2018,2018-06-22 00:00:00,0.001,953.782,16.98,75.8%,2.28
Alface Lisa,Ibiúna,"R$ 8,21",22,6,2018,2018-06-22 00:00:00,0.001,953.782,16.98,75.8%,2.28
Alface Americana,Mogi das Cruzes,"R$ 11,25",22,6,2018,2018-06-22 00:00:00,0.0021,933.694,17.01,72.27%,1.72
Alface Crespa,Mogi das Cruzes,"R$ 10,67",22,6,2018,2018-06-22 00:00:00,0.0021,933.694,17.01,72.27%,1.72
Alface Lisa,Mogi das Cruzes,"R$ 10,67",22,6,2018,2018-06-22 00:00:00,0.0021,933.694,17.01,72.27%,1.72
Alface Americana,Ibiúna,"R$ 9,75",29,6,2018,2018-06-29 00:00:00,0.001,948.999,19.81,63.04%,1.11
Alface Crespa,Ibiúna,"R$ 7,67",29,6,2018,2018-06-29 00:00:00,0.001,948.999,19.81,63.04%,1.11
Alface Lisa,Ibiúna,"R$ 9,11",29,6,2018,2018-06-29 00:00:00,0.001,948.999,19.81,63.04%,1.11
Alface Americana,Mogi das Cruzes,"R$ 11,50",29,6,2018,2018-06-29 00:00:00,0.0,929.112,20.2,55.74%,1.21
Alface Crespa,Mogi das Cruzes,"R$ 10,25",29,6,2018,2018-06-29 00:00:00,0.0,929.112,20.2,55.74%,1.21
Alface Lisa,Mogi das Cruzes,"R$ 10,75",29,6,2018,2018-06-29 00:00:00,0.0,929.112,20.2,55.74%,1.21
Alface Americana,Ibiúna,"R$ 10,22",6,7,2018,2018-07-06 00:00:00,0.001,948.385,18.97,67.61%,1.26
Alface Crespa,Ibiúna,"R$ 6,39",6,7,2018,2018-07-06 00:00:00,0.001,948.385,18.97,67.61%,1.26
Alface Americana,Mogi das Cruzes,"R$ 11,25",6,7,2018,2018-07-06 00:00:00,0.0,928.492,19.55,59.96%,1.11
Alface Crespa,Mogi das Cruzes,"R$ 11,20",6,7,2018,2018-07-06 00:00:00,0.0,928.492,19.55,59.96%,1.11
Alface Lisa,Mogi das Cruzes,"R$ 11,00",6,7,2018,2018-07-06 00:00:00,0.0,928.492,19.55,59.96%,1.11
Alface Americana,Ibiúna,"R$ 9,75",12,7,2018,2018-07-12 00:00:00,0.0048,950.587,16.21,66.57%,2.02
Alface Crespa,Ibiúna,"R$ 6,77",12,7,2018,2018-07-12 00:00:00,0.0048,950.587,16.21,66.57%,2.02
Alface Lisa,Ibiúna,"R$ 7,22",12,7,2018,2018-07-12 00:00:00,0.0048,950.587,16.21,66.57%,2.02
Alface Americana,Mogi das Cruzes,"R$ 12,75",12,7,2018,2018-07-12 00:00:00,0.0012,930.279,16.62,61.6%,1.58
Alface Crespa,Mogi das Cruzes,"R$ 11,00",12,7,2018,2018-07-12 00:00:00,0.0012,930.279,16.62,61.6%,1.58
Alface Lisa,Mogi das Cruzes,"R$ 11,00",12,7,2018,2018-07-12 00:00:00,0.0012,930.279,16.62,61.6%,1.58
Alface Americana,Ibiúna,"R$ 6,50",20,7,2018,2018-07-20 00:00:00,0.0009,950.69,17.9,59.05%,1.29
Alface Crespa,Ibiúna,"R$ 7,50",20,7,2018,2018-07-20 00:00:00,0.0009,950.69,17.9,59.05%,1.29
Alface Americana,Mogi das Cruzes,"R$ 10,80",20,7,2018,2018-07-20 00:00:00,0.0,930.634,18.71,52.4%,1.11
Alface Crespa,Mogi das Cruzes,"R$ 12,00",20,7,2018,2018-07-20 00:00:00,0.0,930.634,18.71,52.4%,1.11
Alface Lisa,Mogi das Cruzes,"R$ 11,50",20,7,2018,2018-07-20 00:00:00,0.0,930.634,18.71,52.4%,1.11
Alface Americana,Ibiúna,"R$ 8,33",27,7,2018,2018-07-27 00:00:00,0.0,951.654,19.05,67.1%,2.03
Alface Crespa,Ibiúna,"R$ 7,58",27,7,2018,2018-07-27 00:00:00,0.0,951.654,19.05,67.1%,2.03
Alface Americana,Mogi das Cruzes,"R$ 12,50",27,7,2018,2018-07-27 00:00:00,0.0,931.802,18.82,64.06%,1.72
Alface Crespa,Mogi das Cruzes,"R$ 10,75",27,7,2018,2018-07-27 00:00:00,0.0,931.802,18.82,64.06%,1.72
Alface Lisa,Mogi das Cruzes,"R$ 10,75",27,7,2018,2018-07-27 00:00:00,0.0,931.802,18.82,64.06%,1.72
Alface Americana,Ibiúna,"R$ 9,33",2,8,2018,2018-08-02 00:00:00,0.1,948.478,18.12,68.08%,2.05
Alface Crespa,Ibiúna,"R$ 8,21",2,8,2018,2018-08-02 00:00:00,0.1,948.478,18.12,68.08%,2.05
Alface Lisa,Ibiúna,"R$ 9,27",2,8,2018,2018-08-02 00:00:00,0.1,948.478,18.12,68.08%,2.05
Alface Americana,Mogi das Cruzes,"R$ 12,00",2,8,2018,2018-08-02 00:00:00,0.1726,928.557,17.82,64.92%,1.59
Alface Crespa,Mogi das Cruzes,"R$ 10,27",2,8,2018,2018-08-02 00:00:00,0.1726,928.557,17.82,64.92%,1.59
Alface Lisa,Mogi das Cruzes,"R$ 10,75",2,8,2018,2018-08-02 00:00:00,0.1726,928.557,17.82,64.92%,1.59
Alface Americana,Ibiúna,"R$ 8,37",10,8,2018,2018-08-10 00:00:00,0.2583,949.001,16.1,83.82%,1.65
Alface Crespa,Ibiúna,"R$ 5,55",10,8,2018,2018-08-10 00:00:00,0.2583,949.001,16.1,83.82%,1.65
Alface Lisa,Ibiúna,"R$ 8,33",10,8,2018,2018-08-10 00:00:00,0.2583,949.001,16.1,83.82%,1.65
Alface Americana,Mogi das Cruzes,"R$ 10,20",10,8,2018,2018-08-10 00:00:00,0.1546,928.448,16.05,74.38%,2.13
Alface Crespa,Mogi das Cruzes,"R$ 9,77",10,8,2018,2018-08-10 00:00:00,0.1546,928.448,16.05,74.38%,2.13
Alface Lisa,Mogi das Cruzes,"R$ 11,33",10,8,2018,2018-08-10 00:00:00,0.1546,928.448,16.05,74.38%,2.13
