Produto,Região,Preço,Dia,Mês,Ano,Data
Alface Americana,Ibiúna,"R$ 17,83",23,4,2021,2021-04-23 00:00:00
Alface Crespa,Ibiúna,"R$ 11,83",23,4,2021,2021-04-23 00:00:00
Alface Lisa,Ibiúna,"R$ 11,75",23,4,2021,2021-04-23 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 17,07",30,4,2021,2021-04-30 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 18,15",30,4,2021,2021-04-30 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 16,25",30,4,2021,2021-04-30 00:00:00
Alface Americana,Ibiúna,"R$ 16,17",30,4,2021,2021-04-30 00:00:00
Alface Crespa,Ibiúna,"R$ 10,50",30,4,2021,2021-04-30 00:00:00
Alface Lisa,Ibiúna,"R$ 11,00",30,4,2021,2021-04-30 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 15,64",7,5,2021,2021-05-07 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 14,57",7,5,2021,2021-05-07 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 15,67",7,5,2021,2021-05-07 00:00:00
Alface Americana,Ibiúna,"R$ 12,67",7,5,2021,2021-05-07 00:00:00
Alface Crespa,Ibiúna,"R$ 9,83",7,5,2021,2021-05-07 00:00:00
Alface Lisa,Ibiúna,"R$ 10,00",7,5,2021,2021-05-07 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 14,56",14,5,2021,2021-05-14 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,71",14,5,2021,2021-05-14 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 14,83",14,5,2021,2021-05-14 00:00:00
Alface Americana,Ibiúna,"R$ 11,67",14,5,2021,2021-05-14 00:00:00
Alface Crespa,Ibiúna,"R$ 8,50",14,5,2021,2021-05-14 00:00:00
Alface Lisa,Ibiúna,"R$ 9,00",14,5,2021,2021-05-14 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 14,56",21,5,2021,2021-05-21 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,71",21,5,2021,2021-05-21 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 14,83",21,5,2021,2021-05-21 00:00:00
Alface Americana,Ibiúna,"R$ 11,67",21,5,2021,2021-05-21 00:00:00
Alface Crespa,Ibiúna,"R$ 8,17",21,5,2021,2021-05-21 00:00:00
Alface Lisa,Ibiúna,"R$ 9,00",21,5,2021,2021-05-21 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 14,31",28,5,2021,2021-05-28 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,95",28,5,2021,2021-05-28 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 14,83",28,5,2021,2021-05-28 00:00:00
Alface Americana,Ibiúna,"R$ 10,33",28,5,2021,2021-05-28 00:00:00
Alface Crespa,Ibiúna,"R$ 7,11",28,5,2021,2021-05-28 00:00:00
Alface Lisa,Ibiúna,"R$ 8,25",28,5,2021,2021-05-28 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 13,88",4,6,2021,2021-06-04 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,21",4,6,2021,2021-06-04 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,75",4,6,2021,2021-06-04 00:00:00
Alface Americana,Ibiúna,"R$ 10,33",4,6,2021,2021-06-04 00:00:00
Alface Crespa,Ibiúna,"R$ 7,36",4,6,2021,2021-06-04 00:00:00
Alface Lisa,Ibiúna,"R$ 8,25",4,6,2021,2021-06-04 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 13,81",11,6,2021,2021-06-11 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,14",11,6,2021,2021-06-11 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,67",11,6,2021,2021-06-11 00:00:00
Alface Americana,Ibiúna,"R$ 10,00",11,6,2021,2021-06-11 00:00:00
Alface Crespa,Ibiúna,"R$ 7,23",11,6,2021,2021-06-11 00:00:00
Alface Lisa,Ibiúna,"R$ 8,00",11,6,2021,2021-06-11 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 13,38",18,6,2021,2021-06-18 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 12,75",18,6,2021,2021-06-18 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,14",18,6,2021,2021-06-18 00:00:00
Alface Americana,Ibiúna,"R$ 10,00",18,6,2021,2021-06-18 00:00:00
Alface Crespa,Ibiúna,"R$ 7,23",18,6,2021,2021-06-18 00:00:00
Alface Lisa,Ibiúna,"R$ 8,00",18,6,2021,2021-06-18 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 13,38",24,6,2021,2021-06-24 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 12,75",24,6,2021,2021-06-24 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,14",24,6,2021,2021-06-24 00:00:00
Alface Americana,Ibiúna,"R$ 10,00",24,6,2021,2021-06-24 00:00:00
Alface Crespa,Ibiúna,"R$ 7,23",24,6,2021,2021-06-24 00:00:00
Alface Lisa,Ibiúna,"R$ 8,00",24,6,2021,2021-06-24 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 13,61",2,7,2021,2021-07-02 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 12,75",2,7,2021,2021-07-02 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,14",2,7,2021,2021-07-02 00:00:00
Alface Americana,Ibiúna,"R$ 11,00",2,7,2021,2021-07-02 00:00:00
Alface Crespa,Ibiúna,"R$ 8,17",2,7,2021,2021-07-02 00:00:00
Alface Lisa,Ibiúna,"R$ 8,00",2,7,2021,2021-07-02 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 13,67",9,7,2021,2021-07-09 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 12,67",9,7,2021,2021-07-09 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,14",9,7,2021,2021-07-09 00:00:00
Alface Americana,Ibiúna,"R$ 11,00",9,7,2021,2021-07-09 00:00:00
Alface Crespa,Ibiúna,"R$ 9,17",9,7,2021,2021-07-09 00:00:00
Alface Lisa,Ibiúna,"R$ 8,00",9,7,2021,2021-07-09 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 13,65",16,7,2021,2021-07-16 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 12,72",16,7,2021,2021-07-16 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 12,93",16,7,2021,2021-07-16 00:00:00
Alface Americana,Ibiúna,"R$ 12,67",16,7,2021,2021-07-16 00:00:00
Alface Crespa,Ibiúna,"R$ 9,67",16,7,2021,2021-07-16 00:00:00
Alface Lisa,Ibiúna,"R$ 8,89",16,7,2021,2021-07-16 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 15,35",23,7,2021,2021-07-23 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 15,33",23,7,2021,2021-07-23 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 15,14",23,7,2021,2021-07-23 00:00:00
Alface Americana,Ibiúna,"R$ 12,67",23,7,2021,2021-07-23 00:00:00
Alface Crespa,Ibiúna,"R$ 11,17",23,7,2021,2021-07-23 00:00:00
Alface Lisa,Ibiúna,"R$ 9,89",23,7,2021,2021-07-23 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 17,25",30,7,2021,2021-07-30 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 17,44",30,7,2021,2021-07-30 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 16,86",30,7,2021,2021-07-30 00:00:00
Alface Americana,Ibiúna,"R$ 16,63",30,7,2021,2021-07-30 00:00:00
Alface Crespa,Ibiúna,"R$ 14,40",30,7,2021,2021-07-30 00:00:00
Alface Lisa,Ibiúna,"R$ 15,19",30,7,2021,2021-07-30 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 17,06",6,8,2021,2021-08-06 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 17,83",6,8,2021,2021-08-06 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 17,36",6,8,2021,2021-08-06 00:00:00
Alface Americana,Ibiúna,"R$ 16,63",6,8,2021,2021-08-06 00:00:00
Alface Crespa,Ibiúna,"R$ 14,40",6,8,2021,2021-08-06 00:00:00
Alface Lisa,Ibiúna,"R$ 15,19",6,8,2021,2021-08-06 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,95",13,8,2021,2021-08-13 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 18,83",13,8,2021,2021-08-13 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 17,50",13,8,2021,2021-08-13 00:00:00
Alface Americana,Ibiúna,"R$ 14,50",13,8,2021,2021-08-13 00:00:00
Alface Crespa,Ibiúna,"R$ 14,38",13,8,2021,2021-08-13 00:00:00
Alface Lisa,Ibiúna,"R$ 14,67",13,8,2021,2021-08-13 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,89",20,8,2021,2021-08-20 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 18,20",20,8,2021,2021-08-20 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 16,64",20,8,2021,2021-08-20 00:00:00
Alface Americana,Ibiúna,"R$ 14,50",20,8,2021,2021-08-20 00:00:00
Alface Crespa,Ibiúna,"R$ 13,96",20,8,2021,2021-08-20 00:00:00
Alface Lisa,Ibiúna,"R$ 14,11",20,8,2021,2021-08-20 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 17,10",27,8,2021,2021-08-27 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 18,15",27,8,2021,2021-08-27 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 16,57",27,8,2021,2021-08-27 00:00:00
Alface Americana,Ibiúna,"R$ 15,00",27,8,2021,2021-08-27 00:00:00
Alface Crespa,Ibiúna,"R$ 12,37",27,8,2021,2021-08-27 00:00:00
Alface Lisa,Ibiúna,"R$ 12,61",27,8,2021,2021-08-27 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,45",3,9,2021,2021-09-03 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 17,20",3,9,2021,2021-09-03 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 15,93",3,9,2021,2021-09-03 00:00:00
Alface Americana,Ibiúna,"R$ 13,50",3,9,2021,2021-09-03 00:00:00
Alface Crespa,Ibiúna,"R$ 10,53",3,9,2021,2021-09-03 00:00:00
Alface Lisa,Ibiúna,"R$ 12,56",3,9,2021,2021-09-03 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,15",10,9,2021,2021-09-10 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 17,09",10,9,2021,2021-09-10 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 15,79",10,9,2021,2021-09-10 00:00:00
Alface Americana,Ibiúna,"R$ 14,17",10,9,2021,2021-09-10 00:00:00
Alface Crespa,Ibiúna,"R$ 10,10",10,9,2021,2021-09-10 00:00:00
Alface Lisa,Ibiúna,"R$ 11,50",10,9,2021,2021-09-10 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 14,65",17,9,2021,2021-09-17 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 15,31",17,9,2021,2021-09-17 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,50",17,9,2021,2021-09-17 00:00:00
Alface Americana,Ibiúna,"R$ 14,17",17,9,2021,2021-09-17 00:00:00
Alface Crespa,Ibiúna,"R$ 9,60",17,9,2021,2021-09-17 00:00:00
Alface Lisa,Ibiúna,"R$ 11,50",17,9,2021,2021-09-17 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 14,65",24,9,2021,2021-09-24 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 14,63",24,9,2021,2021-09-24 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 12,81",24,9,2021,2021-09-24 00:00:00
Alface Americana,Ibiúna,"R$ 13,17",24,9,2021,2021-09-24 00:00:00
Alface Crespa,Ibiúna,"R$ 8,20",24,9,2021,2021-09-24 00:00:00
Alface Lisa,Ibiúna,"R$ 9,75",24,9,2021,2021-09-24 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 14,65",30,9,2021,2021-09-30 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 14,63",30,9,2021,2021-09-30 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,50",30,9,2021,2021-09-30 00:00:00
Alface Americana,Ibiúna,"R$ 12,69",30,9,2021,2021-09-30 00:00:00
Alface Crespa,Ibiúna,"R$ 8,10",30,9,2021,2021-09-30 00:00:00
Alface Lisa,Ibiúna,"R$ 9,33",30,9,2021,2021-09-30 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 14,15",8,10,2021,2021-10-08 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,48",8,10,2021,2021-10-08 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 12,79",8,10,2021,2021-10-08 00:00:00
Alface Americana,Ibiúna,"R$ 13,52",8,10,2021,2021-10-08 00:00:00
Alface Crespa,Ibiúna,"R$ 9,30",8,10,2021,2021-10-08 00:00:00
Alface Lisa,Ibiúna,"R$ 11,33",8,10,2021,2021-10-08 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 14,15",15,10,2021,2021-10-15 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,48",15,10,2021,2021-10-15 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 12,79",15,10,2021,2021-10-15 00:00:00
Alface Americana,Ibiúna,"R$ 13,52",15,10,2021,2021-10-15 00:00:00
Alface Crespa,Ibiúna,"R$ 9,30",15,10,2021,2021-10-15 00:00:00
Alface Lisa,Ibiúna,"R$ 11,33",15,10,2021,2021-10-15 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 14,50",22,10,2021,2021-10-22 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 13,87",22,10,2021,2021-10-22 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 13,29",22,10,2021,2021-10-22 00:00:00
Alface Americana,Ibiúna,"R$ 15,19",22,10,2021,2021-10-22 00:00:00
Alface Crespa,Ibiúna,"R$ 9,50",22,10,2021,2021-10-22 00:00:00
Alface Lisa,Ibiúna,"R$ 11,67",22,10,2021,2021-10-22 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 15,30",29,10,2021,2021-10-29 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 14,98",29,10,2021,2021-10-29 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 14,50",29,10,2021,2021-10-29 00:00:00
Alface Americana,Ibiúna,"R$ 15,19",29,10,2021,2021-10-29 00:00:00
Alface Crespa,Ibiúna,"R$ 10,47",29,10,2021,2021-10-29 00:00:00
Alface Lisa,Ibiúna,"R$ 11,67",29,10,2021,2021-10-29 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,58",4,11,2021,2021-11-04 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 17,47",4,11,2021,2021-11-04 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 16,17",4,11,2021,2021-11-04 00:00:00
Alface Americana,Ibiúna,"R$ 15,67",4,11,2021,2021-11-04 00:00:00
Alface Crespa,Ibiúna,"R$ 11,71",4,11,2021,2021-11-04 00:00:00
Alface Lisa,Ibiúna,"R$ 11,67",4,11,2021,2021-11-04 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,58",12,11,2021,2021-11-12 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 17,47",12,11,2021,2021-11-12 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 16,17",12,11,2021,2021-11-12 00:00:00
Alface Americana,Ibiúna,"R$ 16,17",12,11,2021,2021-11-12 00:00:00
Alface Crespa,Ibiúna,"R$ 12,08",12,11,2021,2021-11-12 00:00:00
Alface Lisa,Ibiúna,"R$ 12,17",12,11,2021,2021-11-12 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 18,21",19,11,2021,2021-11-19 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 19,22",19,11,2021,2021-11-19 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 16,77",19,11,2021,2021-11-19 00:00:00
Alface Americana,Ibiúna,"R$ 17,83",19,11,2021,2021-11-19 00:00:00
Alface Crespa,Ibiúna,"R$ 14,33",19,11,2021,2021-11-19 00:00:00
Alface Lisa,Ibiúna,"R$ 12,17",19,11,2021,2021-11-19 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 18,21",26,11,2021,2021-11-26 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 19,22",26,11,2021,2021-11-26 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 16,77",26,11,2021,2021-11-26 00:00:00
Alface Americana,Ibiúna,"R$ 17,83",26,11,2021,2021-11-26 00:00:00
Alface Crespa,Ibiúna,"R$ 14,33",26,11,2021,2021-11-26 00:00:00
Alface Lisa,Ibiúna,"R$ 12,17",26,11,2021,2021-11-26 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 17,07",3,12,2021,2021-12-03 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 18,39",3,12,2021,2021-12-03 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 16,81",3,12,2021,2021-12-03 00:00:00
Alface Americana,Ibiúna,"R$ 17,00",3,12,2021,2021-12-03 00:00:00
Alface Crespa,Ibiúna,"R$ 14,17",3,12,2021,2021-12-03 00:00:00
Alface Lisa,Ibiúna,"R$ 12,33",3,12,2021,2021-12-03 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 18,00",9,12,2021,2021-12-09 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 20,00",9,12,2021,2021-12-09 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 20,00",9,12,2021,2021-12-09 00:00:00
Alface Americana,Ibiúna,"R$ 20,25",9,12,2021,2021-12-09 00:00:00
Alface Crespa,Ibiúna,"R$ 15,00",9,12,2021,2021-12-09 00:00:00
Alface Lisa,Ibiúna,"R$ 14,00",9,12,2021,2021-12-09 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 17,25",17,12,2021,2021-12-17 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 16,94",17,12,2021,2021-12-17 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 16,94",17,12,2021,2021-12-17 00:00:00
Alface Americana,Ibiúna,"R$ 17,42",17,12,2021,2021-12-17 00:00:00
Alface Crespa,Ibiúna,"R$ 12,63",17,12,2021,2021-12-17 00:00:00
Alface Lisa,Ibiúna,"R$ 10,25",17,12,2021,2021-12-17 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 17,00",23,12,2021,2021-12-23 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 14,17",23,12,2021,2021-12-23 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 14,17",23,12,2021,2021-12-23 00:00:00
Alface Americana,Ibiúna,"R$ 13,50",23,12,2021,2021-12-23 00:00:00
Alface Crespa,Ibiúna,"R$ 16,00",23,12,2021,2021-12-23 00:00:00
Alface Lisa,Ibiúna,"R$ 15,00",23,12,2021,2021-12-23 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,00",30,12,2021,2021-12-30 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 14,44",30,12,2021,2021-12-30 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 14,44",30,12,2021,2021-12-30 00:00:00
Alface Americana,Ibiúna,"R$ 11,00",30,12,2021,2021-12-30 00:00:00
Alface Americana,Ibiúna,"R$ 13,50",30,12,2021,2021-12-30 00:00:00
Alface Crespa,Ibiúna,"R$ 12,67",30,12,2021,2021-12-30 00:00:00
Alface Lisa,Ibiúna,"R$ 12,00",30,12,2021,2021-12-30 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 16,33",7,1,2022,2022-01-07 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 17,50",7,1,2022,2022-01-07 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 14,44",7,1,2022,2022-01-07 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 14,44",7,1,2022,2022-01-07 00:00:00
Alface Americana,Ibiúna,"R$ 16,17",7,1,2022,2022-01-07 00:00:00
Alface Americana - Atacado,Ibiúna,"R$ 18,00",7,1,2022,2022-01-07 00:00:00
Alface Crespa,Ibiúna,"R$ 12,13",7,1,2022,2022-01-07 00:00:00
Alface Lisa,Ibiúna,"R$ 10,50",7,1,2022,2022-01-07 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 18,13",14,1,2022,2022-01-14 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 16,11",14,1,2022,2022-01-14 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 16,11",14,1,2022,2022-01-14 00:00:00
Alface Americana,Ibiúna,"R$ 18,63",14,1,2022,2022-01-14 00:00:00
Alface Crespa,Ibiúna,"R$ 16,13",14,1,2022,2022-01-14 00:00:00
Alface Lisa,Ibiúna,"R$ 14,50",14,1,2022,2022-01-14 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 19,17",20,1,2022,2022-01-20 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 20,00",20,1,2022,2022-01-20 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 20,00",20,1,2022,2022-01-20 00:00:00
Alface Americana,Ibiúna,"R$ 22,67",20,1,2022,2022-01-20 00:00:00
Alface Crespa,Ibiúna,"R$ 23,75",20,1,2022,2022-01-20 00:00:00
Alface Lisa,Ibiúna,"R$ 23,75",20,1,2022,2022-01-20 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 25,00",21,1,2022,2022-01-21 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 30,00",21,1,2022,2022-01-21 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 30,00",21,1,2022,2022-01-21 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 21,25",28,1,2022,2022-01-28 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 27,00",28,1,2022,2022-01-28 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 27,00",28,1,2022,2022-01-28 00:00:00
Alface Americana,Ibiúna,"R$ 27,81",28,1,2022,2022-01-28 00:00:00
Alface Crespa,Ibiúna,"R$ 25,75",28,1,2022,2022-01-28 00:00:00
Alface Lisa,Ibiúna,"R$ 25,75",28,1,2022,2022-01-28 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 23,50",4,2,2022,2022-02-04 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 29,75",4,2,2022,2022-02-04 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 29,75",4,2,2022,2022-02-04 00:00:00
Alface Americana,Ibiúna,"R$ 30,81",4,2,2022,2022-02-04 00:00:00
Alface Crespa,Ibiúna,"R$ 27,00",4,2,2022,2022-02-04 00:00:00
Alface Lisa,Ibiúna,"R$ 27,00",4,2,2022,2022-02-04 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 28,50",10,2,2022,2022-02-10 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 32,25",10,2,2022,2022-02-10 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 32,25",10,2,2022,2022-02-10 00:00:00
Alface Americana,Ibiúna,"R$ 31,56",10,2,2022,2022-02-10 00:00:00
Alface Crespa,Ibiúna,"R$ 40,00",10,2,2022,2022-02-10 00:00:00
Alface Lisa,Ibiúna,"R$ 37,50",10,2,2022,2022-02-10 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 31,00",18,2,2022,2022-02-18 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 33,92",18,2,2022,2022-02-18 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 33,92",18,2,2022,2022-02-18 00:00:00
Alface Americana,Ibiúna,"R$ 30,31",18,2,2022,2022-02-18 00:00:00
Alface Crespa,Ibiúna,"R$ 40,00",18,2,2022,2022-02-18 00:00:00
Alface Lisa,Ibiúna,"R$ 37,50",18,2,2022,2022-02-18 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 31,25",25,2,2022,2022-02-25 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 33,92",25,2,2022,2022-02-25 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 33,92",25,2,2022,2022-02-25 00:00:00
Alface Americana,Ibiúna,"R$ 30,31",25,2,2022,2022-02-25 00:00:00
Alface Crespa,Ibiúna,"R$ 40,00",25,2,2022,2022-02-25 00:00:00
Alface Lisa,Ibiúna,"R$ 37,50",25,2,2022,2022-02-25 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 31,25",4,3,2022,2022-03-04 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 33,92",4,3,2022,2022-03-04 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 33,92",4,3,2022,2022-03-04 00:00:00
Alface Americana,Ibiúna,"R$ 32,11",4,3,2022,2022-03-04 00:00:00
Alface Crespa,Ibiúna,"R$ 33,75",4,3,2022,2022-03-04 00:00:00
Alface Lisa,Ibiúna,"R$ 31,25",4,3,2022,2022-03-04 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 32,25",11,3,2022,2022-03-11 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 30,50",11,3,2022,2022-03-11 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 30,50",11,3,2022,2022-03-11 00:00:00
Alface Americana,Ibiúna,"R$ 31,30",11,3,2022,2022-03-11 00:00:00
Alface Crespa,Ibiúna,"R$ 31,88",11,3,2022,2022-03-11 00:00:00
Alface Lisa,Ibiúna,"R$ 29,38",11,3,2022,2022-03-11 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 29,75",18,3,2022,2022-03-18 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 28,00",18,3,2022,2022-03-18 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 29,33",18,3,2022,2022-03-18 00:00:00
Alface Americana,Ibiúna,"R$ 24,55",18,3,2022,2022-03-18 00:00:00
Alface Crespa,Ibiúna,"R$ 23,75",18,3,2022,2022-03-18 00:00:00
Alface Lisa,Ibiúna,"R$ 23,75",18,3,2022,2022-03-18 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 28,50",25,3,2022,2022-03-25 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 26,75",25,3,2022,2022-03-25 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 26,75",25,3,2022,2022-03-25 00:00:00
Alface Americana,Ibiúna,"R$ 21,25",25,3,2022,2022-03-25 00:00:00
Alface Crespa,Ibiúna,"R$ 18,46",25,3,2022,2022-03-25 00:00:00
Alface Lisa,Ibiúna,"R$ 18,46",25,3,2022,2022-03-25 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 33,50",31,3,2022,2022-03-31 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 34,75",31,3,2022,2022-03-31 00:00:00
Alface Lisa,Mogi das Cruzes,"R$ 31,63",31,3,2022,2022-03-31 00:00:00
Alface Americana,Ibiúna,"R$ 25,10",31,3,2022,2022-03-31 00:00:00
Alface Crespa,Ibiúna,"R$ 25,43",31,3,2022,2022-03-31 00:00:00
Alface Lisa,Ibiúna,"R$ 25,43",31,3,2022,2022-03-31 00:00:00
Alface Americana,Mogi das Cruzes,"R$ 33,00",7,4,2022,2022-04-07 00:00:00
Alface Crespa,Mogi das Cruzes,"R$ 36,67",7,4,2022,2022-04-07 00:00:00
